Tweet,message,match,polarity,positives,negatives
655,RT @azcentral: Embry-Riddle gets accreditation warning for shortened programs ,warning,negative,0,1
656,RT @NewTimesRwanda: Medical students from the University of Rwanda who were set to miss their graduation this Friday have been cleared to g ,"miss, cleared",neutral,1,1
657,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NA,neutral,0,0
658,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NA,neutral,0,0
659,"Dr. Sarah Straub started Bilingual Education Student Organization at Stephen F. Austin State University, Texas. BES  ",NA,neutral,0,0
660,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",NA,neutral,0,0
661,RT @GroupOfFiveGuys: Support the school that you attend.  Support the school that you pay money toward to get an education.  Support the un ,support,positive,3,0
662,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
663,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","poor, free",neutral,1,1
664,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","poor, free",neutral,1,1
665,".@MJMadda Hi, Mary Jo I hope you are well. I am a university student (I am studying to be a teacher) and I have a q  ",NA,neutral,0,0
666,Come playtest new resources and simulations for teacher education and professional development! The next @mit_tsl p  ,NA,neutral,0,0
667,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NA,neutral,0,0
668,RT @rebekahallen: Other univs are getting stricter abt hazing -- freezing all Greek Life after even the whiff of bad behavior by frats. ;Me ,"freezing, bad",negative,0,2
669,RT @KiwiDaveC: So the academic policy of @MasseyUni is apparently their [foreign student] trade policy.;; h ,NA,neutral,0,0
670,Great discussion today with @AliceAlbright and international partners on quality education in the #DRC through the  ,great,positive,1,0
671,Embry-Riddle gets accreditation warning for shortened programs ,warning,negative,0,1
672,you consider that my education was free/public and I went to University to be Phi Beta Kappa in Psychology/Sociolog  ,NA,neutral,0,0
673,@cybaiger Oh completely agreed on the insane costs of higher education in North America.  I just hoped Canada was b  ,insane,negative,0,1
674,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",NA,neutral,0,0
675,RT @rebekahallen: Other univs are getting stricter abt hazing -- freezing all Greek Life after even the whiff of bad behavior by frats. ;Me ,"freezing, bad",negative,0,2
676,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"died, retreat",negative,0,2
677,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NA,neutral,0,0
678,Please RT &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio ,"free, debt, limited",negative,1,2
679,Remember the hospital that I terminated from because I took a mental health day and they got salty. Welllllllllllll  ,NA,neutral,0,0
680,RT @DrMichaelKehler: RT 27 days deadline CFP Gender and Education. North American first   @genderanded @PalgraveEdu ,NA,neutral,0,0
681,RT @DjNewSouthAfric: Helen Since when are quotas anti-merit?;;If the minister of education were to order racist universities such as UFS &amp; ,racist,negative,0,1
682,"RT @HonMushimba: Like this year, K557million kwacha has been put aside in the 2020 budget for bursaries and loan schemes to support increas ","like, support",positive,2,0
683,RT @DrMichaelKehler: RT 27 days deadline CFP Gender and Education. North American first   @genderanded @PalgraveEdu ,NA,neutral,0,0
684,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"died, retreat",negative,0,2
685,RT @racechikee: @_JamieWhyte All that proves is how university degrees have been dumbed down. ;The working classes were not politically nai ,proves,positive,1,0
686,"Our ambassador #france #india says so, many #alumni say so, and so we say : #choosefrance #education #sciences  ",NA,neutral,0,0
687,She has also previously served in gov as the Minister of Culture &amp; Tourism and Minister of Labor &amp; Social Affairs.  ,NA,neutral,0,0
688,"Before taking up the ministerial position, she worked at Addis Ababa University at different leadership levels rang  ",worked,positive,1,0
689,"@LeftCoalition @thehill Alberta is the most conservative Canadian province. It's the ""Texas of Canada"" and somehow,  ",conservative,negative,0,1
690,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,"exploitation, intolerable",negative,0,2
691,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
692,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
693,"Randy Richardson, MD, regional dean at Creighton s Phoenix campus, sees a bright future for medical education thank  ","bright, thank",positive,2,0
694,`bbcnews My answer to our shortage of doctors.Suitable applicants willing to agree to work with the NHS for a presc  ,"shortage, willing, work",positive,2,1
695,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NA,neutral,0,0
696,RT @felicitycallard: Very serious levels of exploitation are hard-baked into university ecology   most intolerable for outsourced workers &amp; ,"exploitation, intolerable",negative,0,2
697,"RT @SKamhunga: Thato Mochone on LinkedIn: ;On 14 October, graduated from London South Bank University with Masters of Science with Merit-Ed ",masters,positive,1,0
698,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
699,RT @beringorca: @USTechWorkers @SenatorDurbin @USCIS This guy got a degree from Osmania University. This is a fraud university in Andhra Pr ,fraud,negative,0,1
700,RT @yo_its_wolfnick: Extremely blessed to announce that I will be continuing my education and baseball career at the University Of Mary Har ,NA,neutral,0,0
701,That Florida State University education is DIFFERENT  ,NA,neutral,0,0
702,"Like this year, K557million kwacha has been put aside in the 2020 budget for bursaries and loan schemes to support  ","like, support",positive,2,0
703,"David Welch Suggs, Jr., is an associate professor at the Grady College of Journalism and Mass Communication at the  ",NA,neutral,0,0
704,"RT @RobertGehrke: From what I gather, here s what the @sltrib going non-profit means:;1. You can make tax-deductible donation here: ",NA,neutral,0,0
705,"RT @schaheid: Oh look, Imran Khan is equipping the next generation of poor people with almost free University education. ","poor, free",neutral,1,1
706,"RT @SpencerVignes: From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",renowned,positive,1,0
707,RT @hannytalker: admin officer;;Location: Abuja;;0-2 years. He/she must be very conversant with the use of social media;;Education: A unive ,NA,neutral,0,0
708,"RT @iAdnanAamir: A student at Bolan Medical University suspended for 8 months because he entered office of registrar without permission, af ",NA,neutral,0,0
709,RT @HitmarkerJobs:   NEW: We haven't posted a job in Connecticut for some time!;; #Esports Coordinator   Student Life; Post University (@ ,NA,neutral,0,0
710,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"great, afford",positive,2,0
711,@UniverseNation2 @forts2345 @CTVNews Always surprised by how many people choose to remain ignorant.  So much more t  ,NA,neutral,0,0
712,RT @FranceinIndia: Glad to have adressed a fully packed sudmersen hall at historic Cotton University. I insisted on the quality of educatio ,glad,positive,1,0
713,"RT @SpencerVignes: From Cradle to Grave/2;Declared missing in action in October 1916 during the Battle of the Somme, Leigh was renowned as ",renowned,positive,1,0
714,That debt will prevent me from buying a home or a car or even procuring a loan to continue my education. It will fo  ,debt,negative,0,1
715,RT @Agegegottalents: #EDUCATION;;MISS HADIZA SANNI DANMALIKI IS ONE OF OUR AGEGE YOUTHS. A GRADUATE OF BAYERO UNIVERSITY KANO (BUK) WITH A ,NA,neutral,0,0
716,"RT @CourtneyLTanner: THREAD: For months, I ve been reporting for this article  requesting records, interviewing former staff + talking to s ",NA,neutral,0,0
717,"@WG_Education ""ARC is based at the University of Ottawa, and this was its fourth summit. It is a global movement co  ",NA,neutral,0,0
718,"RT @RichRaho: Pope Francis to university leaders: Education is  not only a matter of filling the mind with concepts,  but using  languages ",NA,neutral,0,0
719,RT @PTIofficial: A great many students have had to quit education or leave their desired field of study just b/c they can t afford universi ,"great, afford",positive,2,0
720,RT @rebekahallen: A @UTAustin student died after a Texas Cowboys retreat where recruits were hazed. The univ let the student org operate wi ,"died, retreat",negative,0,2
721,"RT @APHAStudents: Congratulations to Mallory Ohneck, our 2019 Section Liaison of the Year! Mallory is a Section Liaison for the School Heal ","congratulations, heal",positive,2,0
